x,y,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988
1632.590263,986.8972218,6.626717749,6.836259277,6.924612396,6.513230111,7.211556733,7.170888479,7.201916318,6.610696045,6.144185634,6.942156706,4.875197323,5.308267697,7.094234846,6.860663671,5.590986981,6.345636361,6.937314081,6.148468296,7.046647278,7.085901464,6.202535517,6.285998095,6.802394763,7.029087564,6.91968385,6.91968385,6.154858094,6.939253946,6.478509642,6.561030666,6.762729507,6.063785209,6.551080335,7.008505182,6.947937069,6.618738984,6.584791392,6.295266001,6.458338283,7.209340257,NA,6.293419279,6.816735881,6.903747258,284.2829881
2092.096713,596.873583,6.418364936,6.003887067,7.297768283,6.791221463,5.332718793,6.11146734,6.980075941,6.987490247,6.295266001,6.876264612,5.786897381,6.350885717,6.816735881,6.673297968,6.047372179,6.133398043,6.439350371,5.869296913,5.081404365,5.501258211,5.459585514,6.606650186,6.785587645,7.087573706,7.233455419,6.11146734,6.401917197,6.959398512,7.180831199,6.021023349,6.744059186,6.924612396,6.501289671,6.685860947,6.37502482,5.602118821,6.882437471,6.867974409,6.43775165,6.361302478,7.070724107,7.090909822,6.541029999,6.385194399,284.112202
2509.415104,1138.222422,7.297768283,6.599870499,6.561030666,5.796057751,6.463029457,7.13169851,5.918893854,6.753437919,6.144185634,6.345636361,6.021023349,6.295266001,6.478509642,7.415776975,6.9117473,6.09356977,6.726233402,6.579251212,6.380122537,6.791221463,5.883322388,4.812184355,6.704414355,6.467698726,5.616771098,6.698268054,5.267858159,6.350885717,6.02827852,5.416100402,6.535241271,6.040254711,6.966024187,6.536691598,6.774223886,6.519147288,7.401841579,6.996681488,5.765191103,6.311734809,6.602587892,7.134093721,7.122866659,7.142827401,283.79952
1734.359303,303.5355196,6.946975992,6.738152495,6.939253946,6.878326468,6.551080335,6.144185634,6.84694314,5.509388337,5.991464547,6.434546519,5.945420609,6.599870499,7.035268599,7.057897937,6.467698726,7.087573706,6.582025139,6.93439721,NA,6.09356977,6.075346031,7.259116128,7.528331767,7.221105098,6.393590754,6.463029457,5.846438775,6.785587645,6.309918278,6.992096427,6.90475077,6.675823222,7.009408933,6.244166901,6.527957918,6.742880636,7.148345744,7.01571242,6.401917197,7.643482907,6.535241271,6.857514063,6.282266747,4.077537444,283.7256061
2753.987507,825.3566964,7.275172319,5.811140993,7.194436851,6.946975992,6.442540166,6.350885717,5.978885765,6.17586727,NA,7.008505182,5.826000107,6.075346031,6.257667588,6.692083743,7.145196135,6.568077911,6.93439721,6.726233402,5.983936281,6.385194399,5.802118375,6.794586581,6.97354302,6.929516771,6.17586727,6.944087208,5.680172609,6.894670039,6.270988432,6.300785795,5.730099783,6.483107351,7.301147806,6.719013154,6.11368218,7.119635638,7.172424577,6.957497371,6.188264123,7.513163545,7.495541944,6.440946541,6.818924065,6.165417854,282.7637451
523.2142392,986.8790347,6.33150185,6.520621128,6.133398043,6.115892125,7.01571242,6.406879986,6.617402978,6.759255271,6.849066283,6.867974409,6.723832441,5.953243334,6.49375384,5.609471795,6.744059186,6.182084907,4.127134385,5.318119994,7.030857476,6.878326468,6.579251212,6.261491684,5.771441123,6.849066283,6.33150185,5.755742214,6.953684211,6.418364936,7.083387848,6.33150185,7.070724107,7.34601021,7.00033446,5.164785974,5.192956851,6.021023349,6.88857246,5.953243334,7.178545484,7.327123292,6.602587892,5.916202063,6.590301048,7.180069874,282.4465019
3003.463466,781.1719615,7.276556403,5.765191103,7.037905963,7.159291905,6.426488457,6.575075841,6.232448017,6.894670039,6.88857246,6.388561406,7.073269717,6.726233402,5.446737372,6.787844982,7.507690078,7.216709487,6.551080335,6.843749949,6.72982407,6.802394763,6.738152495,6.992096427,6.535241271,7.304515946,7.070724107,7.488293515,6.56526497,6.852242569,7.304515946,7.257002707,6.09356977,6.597145702,7.529943371,7.132497552,6.81563999,6.736966958,6.803505258,7.237778192,6.93439721,6.961296046,8.093462275,NA,NA,NA,281.374548
1085.75373,930.861811,6.021023349,NA,7.297768283,6.708084084,6.762729507,7.098375639,6.800170068,6.726233402,NA,6.267200549,6.463029457,6.830874235,6.66949809,6.982862751,6.144185634,6.517671273,6.212606096,6.396929655,6.787844982,7.671826798,6.192362489,6.762729507,6.539585956,7.631916513,6.336825731,6.802394763,5.780743516,6.32256524,7.177018766,6.741700695,7.133295955,6.975413927,7.155396302,6.476972363,6.386879319,5.948034989,7.192182059,6.098074282,5.891644212,7.153051635,6.74051936,7.292337176,6.519147288,6.925595197,280.5353011
2822.045002,707.1961251,7.809947086,5.771441123,6.849066283,7.137278437,6.450470422,6.9117473,5.730099783,6.90475077,6.137727054,6.802394763,6.650279049,6.257667588,4.787491743,6.410174882,7.707961532,6.517671273,NA,NA,5.897153868,6.410174882,5.598421959,6.626717749,6.196444128,7.165493475,6.059123196,6.675823222,6.052089169,7.057897937,7.580189418,6.610696045,6.486160789,6.643789733,7.221105098,6.875232087,6.779921907,6.96979067,6.942156706,7.202661197,6.146329258,6.926577033,7.762596049,6.935370446,7.014814351,6.739336627,279.4122361
1951.170159,473.2031998,6.380122537,5.953243334,7.365812837,6.182084907,6.100318952,6.891625897,6.606650186,5.459585514,5.978885765,6.535241271,5.780743516,5.402677382,6.956545443,6.212606096,6.182084907,6.340359304,6.756932389,6.442540166,5.680172609,5.579729826,6.182084907,6.527957918,6.376726948,6.975413927,6.768493212,6.313548046,6.376726948,6.854354502,6.267200549,6.393590754,6.626717749,6.647688374,6.188264123,5.375278408,5.33753808,7.104965448,6.839476438,6.84694314,5.720311777,6.642486801,6.216606101,6.745236349,6.517671273,6.086774727,278.7200193
189.1570463,844.5102132,7.005789019,6.376726948,7.688455357,6.726233402,6.371611847,7.232010332,6.318968114,7.083387848,7.304515946,7.577633833,6.267200549,NA,6.463029457,5.966146739,6.212606096,6.396929655,5.356586275,6.32256524,7.074963198,6.787844982,6.202535517,6.251903883,5.529429088,5.66296048,6.558197803,6.196444128,7.295735073,5.616771098,6.603943825,5.488937726,7.068172,7.044905117,6.593044534,6.673297968,5.003946306,6.624065228,6.637258031,6.33150185,6.137727054,6.751101469,6.670766321,6.28785856,6.670766321,5.758901774,278.193376
2215.210641,759.6250809,6.154858094,5.831882477,6.862757913,6.586171655,6.423246964,7.073269717,6.93439721,6.434546519,6.423246964,7.087573706,5.739792912,7.003974137,7.515889085,6.968850378,7.180831199,7.068172,NA,6.242223265,5.680172609,5.141663557,5.673323267,6.91671502,7.229838778,6.650279049,6.862757913,5.869296913,6.047372179,7.094234846,NA,7.113142109,5.953243334,6.675823222,6.978213743,7.443078374,6.472346295,5.950642553,7.286876412,6.869014451,5.616771098,6.69950034,7.036148494,6.946013991,7.190676034,6.65544035,277.5842691
577.0608257,817.1698787,6.385194399,6.794586581,7.201916318,7.017506143,6.350885717,6.982862751,5.680172609,6.64118217,6.704414355,6.133398043,7.117205503,6.704414355,7.161622003,6.431331082,6.579251212,NA,3.258096538,7.049254841,NA,7.28756064,6.881411304,7.104965448,7.02464903,7.542213463,6.401917197,6.932447892,6.650279049,6.431331082,6.371611847,5.771441123,7.046647278,7.43543802,6.525029658,6.184148891,6.03068526,6.188264123,7.630461262,6.475432717,7.158513997,7.337587744,6.867974409,6.66057515,6.514712691,4.890349128,277.538943
3082.1613,936.5584547,7.237059026,6.304448802,NA,NA,6.238324625,6.371611847,6.520621128,6.666956792,6.08221891,NA,6.987490247,7.003974137,5.786897381,6.345636361,7.224753406,7.161622003,7.190676034,6.11146734,6.285998095,6.779921907,6.059123196,6.82437367,5.560681631,6.434546519,6.663132696,7.579167967,6.340359304,7.248504072,7.147559271,6.202535517,6.340359304,6.222576268,7.628031127,7.104965448,6.825460036,7.133295955,7.120444372,7.201916318,6.329720906,7.100851909,7.83873756,7.102499356,7.244941546,7.030857476,276.5843195
1820.072749,387.7206654,6.886531643,6.257667588,7.049254841,6.939253946,2.772588722,6.336825731,6.906754779,5.627621114,6.12249281,6.759255271,5.897153868,6.02827852,6.827629235,6.32256524,5.293304825,6.426488457,6.999422468,6.490723535,5.356586275,6.100318952,5.937536205,6.418364936,7.28756064,6.617402978,6.09356977,5.877735782,6.12249281,6.613384218,6.599870499,7.198183577,6.376726948,6.72982407,6.805722553,5.398162702,6.115892125,6.748759547,6.391917113,7.166265974,5.693732139,6.28785856,6.03787092,6.70073111,6.555356892,5.117993812,276.2936337
1884.324897,629.1311378,6.447305863,6.415096959,6.97354302,6.535241271,6.148468296,5.937536205,6.770789424,6.359573869,6.267200549,6.894670039,6.359573869,6.768493212,NA,6.91671502,5.379897354,6.603943825,6.063785209,6.165417854,6.32256524,NA,5.129898715,6.88857246,7.819234454,7.017506143,7.133295955,6.572282543,7.196686571,6.924612396,7.242797923,6.270988432,6.318968114,6.818924065,6.300785795,6.910750788,6.329720906,7.235619141,6.72982407,7.370860167,5.525452939,6.408528791,6.647688374,6.878326468,6.829793738,6.34738921,276.1783252
2703.918486,1025.824414,6.765038977,5.680172609,7.127693699,6.008813185,7.110696123,6.836259277,6.964135612,7.17930797,6.406879986,6.56526497,6.32256524,6.999422468,6.327936784,6.599870499,6.354370041,6.9117473,6.09356977,6.280395839,6.558197803,NA,6.086774727,6.501289671,6.003887067,NA,6.313548046,6.802394763,6.470799504,7.363913501,5.953243334,6.11146734,6.498282149,6.350885717,7.042286172,6.068425588,6.613384218,6.683360946,7.032624261,7.33432935,5.59471138,7.176254532,7.181591945,6.033086222,6.423246964,6.776506992,275.5086325
3224.731803,1480.908504,NA,NA,5.416100402,6.942156706,6.434546519,6.558197803,6.582025139,6.894670039,7.356279877,7.001245622,6.040254711,6.238324625,6.568077911,6.597145702,6.021023349,7.141245122,6.91671502,6.280395839,5.786897381,6.726233402,6.685860947,6.455198563,6.84694314,6.948897222,6.695798917,7.110696123,6.388561406,7.326465614,6.891625897,6.309918278,6.582025139,6.924612396,5.950642553,7.136483209,7.064759028,7.018401799,7.079184395,6.693323668,7.017506143,7.98104976,7.005789019,6.690842277,6.459904454,NA,274.7660251
226.7314582,1008.183317,NA,NA,7.446001498,6.675823222,6.726233402,6.8134446,6.800170068,5.627621114,7.677863501,7.244941546,7.070724107,7.648263031,6.216606101,6.663132696,7.03966035,5.509388337,3.784189634,6.063785209,7.106606138,5.66296048,6.008813185,6.568077911,5.924255797,6.063785209,7.026426809,6.475432717,7.45760929,6.104793232,6.982862751,4.812184355,6.66057515,7.582738489,6.834108739,7.107425474,5.96100534,6.794586581,6.874198495,5.529429088,7.029972912,7.122059882,6.753437919,5.888877958,6.434546519,5.648974238,273.4235931
2700.783936,1254.162844,6.782192056,6.363028104,6.186208624,5.690359454,6.8134446,6.768493212,6.418364936,7.157735484,6.568077911,6.483107351,6.035481433,7.155396302,6.558197803,6.66949809,6.558197803,6.154858094,NA,6.561030666,6.498282149,6.603943825,NA,6.248042875,6.276643489,6.886531643,5.521460918,6.72982407,6.582025139,7.029087564,6.02827852,5.869296913,6.216606101,6.363028104,6.165417854,6.289715571,6.827629235,6.863803391,7.067319849,6.715383386,5.891644212,6.424869024,6.224558429,6.663132696,6.329720906,6.908754779,272.1486726
1601.125889,1020.827948,6.881411304,6.599870499,6.838405201,6.816735881,7.110696123,7.188412736,6.961296046,6.695798917,6.345636361,7.384610383,5.332718793,6.418364936,7.43838353,6.71417053,5.446737372,NA,6.84694314,NA,NA,7.190676034,6.723832441,6.450470422,NA,7.118826249,6.894670039,6.942156706,6.822197391,6.802394763,6.996681488,6.613384218,6.633318433,5.869296913,7.028201432,7.079184395,7.25629724,6.829793738,6.563855527,6.625392368,6.701960366,7.347943823,6.08221891,6.556778356,6.884486652,6.733401892,269.7676115
2745.556031,1127.732022,6.878326468,6.267200549,6.679599186,6.579251212,6.257667588,7.192182059,6.490723535,6.921658184,5.509388337,6.340359304,6.463029457,6.794586581,6.679599186,7.198183577,7.327780538,7.02464903,6.415096959,NA,6.881411304,NA,6.336825731,6.309918278,6.673297968,6.891625897,6.340359304,6.426488457,6.675823222,6.747586527,6.857514063,6.72982407,7.198183577,6.232448017,7.602900462,7.008505182,6.792344427,NA,NA,7.31986493,4.828313737,7.133295955,7.239932591,6.710523109,7.353081921,7.106606138,268.4159566
1615.29223,687.0371868,6.267200549,6.186208624,6.841615476,6.318968114,NA,5.897153868,6.744059186,5.924255797,NA,6.857514063,6.401917197,6.561030666,7.221105098,6.535241271,6.137727054,7.28756064,6.811244379,5.966146739,6.380122537,6.261491684,6.463029457,6.56526497,7.046647278,6.770789424,6.927557906,6.582025139,5.501258211,6.701960366,6.572282543,6.663132696,6.710523109,6.192362489,5.438079309,5.991464547,6.484635236,6.735780014,6.941190055,6.086774727,5.929589143,7.124478262,NA,6.428105273,6.194405391,6.126869184,264.7787677
715.2577031,1044.149861,NA,NA,NA,NA,NA,7.055312843,6.776506992,6.84694314,6.91968385,7.232010332,7.427738841,6.003887067,7.037905963,6.597145702,6.535241271,6.66057515,5.905361848,5.883322388,7.050989447,6.698268054,7.026426809,6.744059186,6.01615716,7.042286172,7.008505182,6.510258341,6.698268054,5.780743516,6.982862751,6.956545443,7.090076836,7.155396302,7.063048163,6.924612396,6.421622268,6.555356892,7.072421901,6.533788838,7.222566019,7.153051635,7.416378479,6.267200549,6.549650742,6.830874235,263.6530508
1679.836166,495.6327614,NA,NA,NA,5.937536205,6.467698726,7.020190708,6.921658184,6.345636361,6.350885717,6.673297968,5.910796644,6.467698726,6.794586581,6.542471961,5.673323267,6.64118217,6.873163834,6.478509642,5.966146739,4.077537444,5.609471795,5.501258211,7.059617628,6.49375384,6.827629235,6.159095388,6.313548046,6.756932389,6.732210706,6.838405201,6.309918278,6.964135612,5.937536205,6.625392368,6.692083743,6.959398512,7.149131599,7.03966035,6.177944114,6.104793232,6.124683391,6.783325201,6.742880636,6.504288174,263.5494147
3005.015892,844.0267945,6.463029457,NA,NA,NA,7.33823815,6.280395839,NA,6.070737728,6.304448802,NA,6.520621128,5.746203191,6.159095388,6.486160789,7.499423291,6.860663671,6.498282149,6.401917197,6.463029457,7.21303166,6.673297968,6.575075841,5.697093487,6.970730078,7.030857476,7.201916318,6.467698726,7.190676034,7.429520843,6.159095388,6.063785209,6.304448802,7.309212366,6.9117473,6.137727054,6.440946541,6.89060912,7.030857476,6.487684018,6.987490247,7.825245291,6.980075941,6.882437471,7.164720379,261.1182273
2436.551798,1005.235996,6.932447892,6.133398043,6.999422468,6.238324625,6.93439721,7.253470383,6.822197391,7.233455419,6.423246964,7.008505182,6.575075841,6.606650186,7.020190708,7.392647521,7.33628566,6.510258341,6.776506992,6.66949809,6.447305863,6.90475077,6.295266001,6.637258031,7.083387848,6.475432717,5.877735782,6.517671273,6.104793232,6.380122537,6.222576268,5.891644212,6.242223265,6.304448802,NA,6.72982407,7.021976423,6.887552572,7.021976423,7.264730178,6.133398043,6.633318433,NA,NA,NA,NA,259.9433717
256.5926167,866.349252,6.744059186,NA,NA,6.280395839,NA,6.97354302,6.300785795,7.102499356,7.424761762,7.527255919,6.982862751,7.257002707,NA,5.755742214,5.707110265,5.723585102,4.276666119,6.02827852,7.026426809,6.617402978,5.905361848,6.520621128,5.541263545,6.238324625,6.656726524,6.630683386,7.527255919,6.49375384,6.520621128,5.438079309,6.878326468,7.222566019,6.834108739,5.575949103,5.513428746,6.618738984,6.577861358,6.08221891,6.523562306,6.257667588,6.866933284,6.587550015,6.401917197,5.96870756,257.1106059
1554.776444,612.7443168,NA,NA,NA,6.418364936,7.049254841,6.186208624,5.780743516,6.527957918,5.746203191,6.643789733,4.317488114,6.450470422,6.599870499,6.535241271,5.869296913,7.211556733,6.126869184,5.159055299,5.062595033,5.65248918,6.396929655,5.402677382,6.242223265,6.647688374,6.84694314,6.517671273,6.423246964,6.510258341,6.575075841,6.666956792,6.483107351,6.535241271,5.298317367,6.180016654,7.189922171,6.473890696,6.759255271,6.206575927,5.953243334,6.955592608,5.777652323,6.190315406,6.663132696,5.575949103,255.8093386
2697.387766,1112.132708,NA,NA,NA,5.739792912,6.610696045,7.090076836,6.807934944,7.063903961,5.855071922,6.663132696,6.261491684,6.796823718,6.961296046,7.221105098,6.939253946,6.975413927,6.896694332,7.161622003,6.689599269,6.588926478,5.796057751,6.12249281,6.490723535,6.633318433,6.717804695,6.759255271,6.568077911,7.460490306,6.624065228,NA,NA,NA,7.296413269,6.624065228,7.046647278,6.6147256,7.389563954,7.082548569,5.690359454,6.796823718,6.924612396,6.514712691,6.928537818,7.056175284,255.460307
2680.889423,829.9428335,NA,NA,NA,NA,NA,NA,6.56526497,7.151485464,6.242223265,7.400620577,6.340359304,6.606650186,6.276643489,6.762729507,7.268223021,6.620073207,6.720220155,6.267200549,6.144185634,6.33150185,6.063785209,6.251903883,6.91671502,6.759255271,6.498282149,6.860663671,6.787844982,7.118826249,6.800170068,6.510258341,6.744059186,7.055312843,7.577633833,6.762729507,5.834810737,6.723832441,7.257707677,7.184629153,5.680172609,7.415776975,7.502738211,6.232448017,6.865891075,6.192362489,254.2951908
1710.524328,430.2746187,NA,NA,NA,7.137278437,6.100318952,6.886531643,6.385194399,6.063785209,7.059617628,7.239214974,6.467698726,6.021023349,7.248504072,6.510258341,4.682131227,6.88857246,7.427738841,6.463029457,5.81711116,6.354370041,6.354370041,6.597145702,NA,6.765038977,6.914730893,6.354370041,NA,NA,6.71417053,6.285998095,6.368187186,7.063903961,6.651571874,6.972606251,6.09356977,6.90475077,6.827629235,7.397561536,6.251903883,6.405228458,6.216606101,6.882437471,6.680854679,6.315358002,249.7703724
1974.029126,656.5410473,NA,NA,NA,NA,NA,5.983936281,6.683360946,6.50578406,6.744059186,7.297768283,5.877735782,6.192362489,7.260522598,6.606650186,5.627621114,6.423246964,6.340359304,6.008813185,5.308267697,6.159095388,5.187385806,6.624065228,7.264030143,6.987490247,6.978213743,6.192362489,6.985641818,7.001245622,6.939253946,6.148468296,6.295266001,7.003974137,NA,6.486160789,6.386879319,7.229838778,7.180831199,6.726233402,6.154858094,6.499787041,6.559615237,6.732210706,6.7310181,6.693323668,248.0077373
2101.510927,1027.818084,6.620073207,6.860663671,7.239214974,7.323170718,7.644440762,7.31986493,6.431331082,7.143617603,6.501289671,7.026426809,6.406879986,6.82437367,7.391415235,7.307872781,7.259116128,7.198183577,6.701960366,6.525029658,6.999422468,7.074963198,6.553933404,7.044905117,6.520621128,6.165417854,6.97354302,7.207859871,6.753437919,6.673297968,6.849066283,NA,6.593044534,5.65248918,6.999422468,7.207859871,7.138073034,6.839476438,6.814542897,NA,NA,NA,NA,NA,NA,NA,247.7863015
2431.464254,919.1760742,NA,NA,NA,NA,NA,NA,6.992096427,7.141245122,NA,7.417580402,6.388561406,7.118826249,7.444248649,NA,7.443078374,6.932447892,7.123672785,6.891625897,5.840641657,7.173191742,6.791221463,6.242223265,6.679599186,6.478509642,6.568077911,6.426488457,6.047372179,6.886531643,6.104793232,6.415096959,6.546785411,7.077498054,7.301822342,6.991176887,6.525029658,6.693323668,7.33628566,7.090909822,6.66440902,6.710523109,7.271703707,7.13009851,7.362010551,6.855408799,246.1041157
2657.574793,726.5853108,6.553933404,5.365976015,7.200424893,6.66949809,6.50578406,6.9902565,6.371611847,6.811244379,6.035481433,7.547501683,6.613384218,6.586171655,6.371611847,6.553933404,7.771910256,6.891625897,6.852242569,5.958424693,6.720220155,6.459904454,5.634789603,6.359573869,6.698268054,6.818924065,6.251903883,6.91968385,5.786897381,7.43838353,7.44775128,6.84694314,6.770789424,6.261491684,7.620705087,6.519147288,5.942799375,6.357842267,NA,NA,NA,NA,NA,NA,NA,6.448889394,244.9559246
1779.741348,268.551399,7.359467638,6.762729507,6.613384218,NA,6.12249281,6.553933404,6.741700695,NA,5.521460918,6.520621128,5.267858159,5.560681631,7.255591274,7.242797923,6.075346031,6.726233402,6.82437367,6.921658184,6.447305863,6.212606096,5.746203191,6.434546519,7.026426809,7.35436233,6.854354502,6.251903883,6.551080335,6.586171655,6.56526497,6.927557906,6.852242569,6.345636361,6.796823718,6.378426184,6.703188113,6.896694332,7.311218384,7.167037877,6.226536669,NA,NA,NA,NA,NA,243.7059189
1560.280365,791.4644634,5.932245187,5.811140993,7.094234846,6.439350371,6.787844982,6.431331082,7.077498054,6.368187186,6.603943825,7.221105098,5.634789603,6.630683386,7.554334824,6.406879986,6.50578406,7.059617628,7.163172391,6.380122537,6.779921907,NA,5.826000107,7.259116128,7.077498054,NA,6.599870499,6.063785209,5.755742214,6.380122537,NA,NA,NA,NA,NA,6.812345094,7.312553498,6.84694314,7.286876412,5.749392986,6.22059017,7.057036982,6.142037406,6.665683718,6.391917113,6.216606101,243.5463053
1848.61532,943.7299391,NA,NA,NA,NA,NA,NA,NA,6.535241271,NA,7.053585727,6.56526497,6.33150185,7.389563954,6.896694332,6.396929655,7.545918151,6.527957918,5.598421959,7.033506484,7.026426809,5.891644212,6.91671502,6.406879986,6.953684211,7.030857476,7.01571242,6.679599186,6.765038977,6.88857246,7.145196135,6.84694314,6.610696045,7.143617603,6.647688374,7.221835825,6.440946541,6.801283034,6.855408799,6.00635316,7.018401799,6.787844982,6.701960366,6.859614904,6.898714534,243.4362223
1561.021596,618.9600806,NA,6.689599269,6.542471961,6.599870499,6.854354502,6.418364936,6.401917197,6.708084084,6.171700597,6.992096427,4.553876892,6.542471961,6.741700695,6.675823222,6.070737728,7.133295955,6.232448017,5.609471795,5.802118375,5.572154032,6.251903883,5.225746674,6.689599269,6.685860947,6.9117473,6.513230111,6.104793232,6.66057515,6.470799504,6.685860947,6.50578406,6.643789733,5.648974238,6.587550015,7.189167738,6.64509097,6.86171134,6.033086222,6.056784013,NA,NA,NA,NA,NA,242.6846135
2475.205715,985.2106739,NA,NA,NA,NA,NA,NA,6.836259277,7.03966035,6.063785209,6.932447892,6.862757913,6.520621128,7.207859871,7.090076836,7.005789019,6.695798917,6.843749949,NA,6.021023349,NA,5.521460918,6.376726948,6.9117473,6.956545443,5.983936281,6.613384218,6.371611847,6.723832441,6.003887067,5.958424693,6.490723535,6.82437367,7.07834158,6.921658184,7.080867897,6.65544035,7.069023427,7.248504072,5.579729826,6.624065228,6.816735881,6.867974409,7.141245122,7.403061091,240.3431311
2402.459797,783.4379653,NA,NA,NA,NA,NA,NA,6.439350371,6.929516771,6.582025139,7.444248649,6.896694332,6.802394763,6.953684211,6.785587645,6.698268054,7.077498054,NA,NA,NA,6.572282543,6.663132696,6.56526497,7.163172391,6.613384218,7.192182059,6.483107351,6.738152495,7.26961675,6.807934944,6.695798917,6.749931194,6.588926478,7.434257382,7.025538315,6.751101469,6.532334292,6.924612396,6.786716951,6.551080335,7.01571242,6.378426184,6.829793738,7.153051635,6.837332815,238.9321129
1882.040827,920.188234,6.447305863,6.66057515,6.575075841,6.32256524,7.832410927,6.951772164,7.143617603,6.593044534,6.385194399,7.26612878,6.610696045,6.527957918,7.264030143,7.050989447,7.114769448,7.427738841,6.633318433,6.572282543,6.656726524,6.886531643,6.17586727,6.467698726,6.762729507,7.24636808,7.141245122,7.307872781,6.901737207,6.883462586,NA,NA,6.66057515,6.692083743,7.28276118,6.673297968,6.994849986,NA,NA,7.03966035,5.459585514,NA,NA,NA,NA,NA,238.6125267
2978.766037,1076.638707,6.717804695,6.01615716,6.836259277,6.410174882,5.966146739,5.590986981,6.08221891,6.553933404,5.402677382,5.365976015,6.261491684,6.350885717,4.17438727,6.836259277,7.221105098,6.186208624,6.782192056,6.802394763,5.869296913,6.285998095,6.133398043,6.418364936,6.535241271,6.944087208,6.65415252,5.891644212,5.780743516,6.513230111,6.65415252,4.584967479,5.863631176,5.713732806,6.333279628,6.59441346,5.59471138,6.568077911,7.13089883,6.873163834,NA,NA,NA,NA,NA,NA,236.4944458
1333.395531,988.9093195,5.690359454,NA,NA,5.521460918,6.483107351,7.110696123,NA,7.017506143,6.871091295,6.450470422,5.267858159,6.796823718,NA,7.222566019,NA,6.206575927,6.818924065,6.276643489,6.238324625,7.255591274,6.442540166,6.008813185,6.371611847,7.049254841,6.470799504,6.459904454,7.347943823,6.222576268,6.9902565,6.309918278,6.242223265,7.03966035,6.845879875,6.993932975,6.51174533,6.658011046,6.429719478,NA,5.379897354,7.430707083,NA,6.304448802,NA,6.642486801,235.3803302
2160.476675,626.4022623,NA,NA,NA,NA,NA,NA,NA,NA,6.710523109,7.06646697,5.560681631,5.996452089,6.794586581,6.363028104,6.956545443,6.232448017,7.102499356,6.483107351,5.634789603,5.356586275,4.605170186,6.49375384,6.857514063,6.470799504,7.395721609,5.945420609,6.542471961,7.327780538,6.90475077,6.603943825,6.17586727,6.613384218,6.502790046,7.229113878,5.459585514,6.523562306,7.46221494,6.875232087,5.998936562,5.899897354,7.060476366,7.152268856,7.147559271,7.632401127,235.1383312
2008.381299,763.2907669,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.929516771,6.924612396,6.401917197,7.026426809,6.774223886,6.588926478,6.871091295,6.630683386,6.385194399,6.202535517,6.040254711,5.241747015,6.385194399,7.143617603,7.157735484,6.610696045,6.689599269,6.84694314,7.053585727,7.492203043,7.409741954,6.527957918,6.82437367,6.914730893,6.599870499,6.712956201,7.00033446,7.054449658,6.91671502,6.09356977,6.732210706,6.304448802,7.286876412,6.949856455,6.390240667,235.1150377
2712.88948,856.1675598,NA,NA,6.040254711,NA,NA,NA,NA,NA,NA,7.389563954,6.939253946,6.841615476,6.572282543,6.624065228,7.114769448,7.01571242,6.735780014,6.64118217,6.717804695,6.267200549,6.371611847,6.021023349,7.046647278,6.704414355,6.450470422,6.992096427,6.723832441,7.098375639,6.242223265,6.104793232,6.251903883,6.159095388,7.629489916,6.561030666,6.152732695,6.552507887,7.090909822,6.892641641,5.659482216,7.180069874,7.242082359,NA,6.882437471,5.579729826,232.4890871
